material_code,material_name,period_month,demand_qty,source
MAT-3X7BRONZE,3x7 Bronze,2025-05-01,15.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2025-06-01,14.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2025-07-01,13.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2025-08-01,9.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2025-09-01,9.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2025-10-01,13.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2025-11-01,12.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2025-12-01,18.0,synthetic
MAT-3X7BRONZE,3x7 Bronze,2026-01-01,20.0,real
MAT-4BAR-1250,4-bar 12.50,2023-01-01,27.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-02-01,34.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-03-01,33.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-04-01,39.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-05-01,34.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-06-01,27.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-07-01,26.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-08-01,19.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-09-01,22.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-10-01,22.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-11-01,27.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2023-12-01,37.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-01-01,41.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-02-01,40.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-03-01,39.0,real
MAT-4BAR-1250,4-bar 12.50,2024-04-01,41.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-05-01,27.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-06-01,24.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-07-01,25.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-08-01,24.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-09-01,21.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-10-01,20.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-11-01,23.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2024-12-01,29.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-01-01,28.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-02-01,41.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-03-01,42.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-04-01,38.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-05-01,29.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-06-01,24.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-07-01,21.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-08-01,17.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-09-01,18.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-10-01,21.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-11-01,29.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2025-12-01,39.0,synthetic
MAT-4BAR-1250,4-bar 12.50,2026-01-01,30.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-01-01,24.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-02-01,19.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-03-01,17.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-04-01,15.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-05-01,19.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-06-01,18.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-07-01,17.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-08-01,14.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-09-01,13.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-10-01,15.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-11-01,15.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2023-12-01,19.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-01-01,17.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-02-01,16.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-03-01,24.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-04-01,25.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-05-01,26.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-06-01,20.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-07-01,15.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-08-01,11.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-09-01,14.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-10-01,14.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-11-01,18.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2024-12-01,22.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-01-01,25.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-02-01,25.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-03-01,27.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-04-01,23.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-05-01,23.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-06-01,18.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-07-01,15.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-08-01,16.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-09-01,16.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-10-01,17.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-11-01,18.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2025-12-01,17.0,synthetic
MAT-4BAR-14-8,4-bar 14 -8.0,2026-01-01,25.0,real
MAT-4BAR-8-5,4-bar 8 -5.0,2023-01-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-02-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-03-01,7.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-04-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-05-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-06-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-07-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-08-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-09-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-10-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-11-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2023-12-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-01-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-02-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-03-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-04-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-05-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-06-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-07-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-08-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-09-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-10-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-11-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2024-12-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-01-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-02-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-03-01,6.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-04-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-05-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-06-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-07-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-08-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-09-01,3.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-10-01,4.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-11-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2025-12-01,5.0,synthetic
MAT-4BAR-8-5,4-bar 8 -5.0,2026-01-01,4.0,real
MAT-4KINDS-900S,4 Kinds 900S,2023-01-01,6.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-02-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-03-01,8.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-04-01,8.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-05-01,8.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-06-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-07-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-08-01,3.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-09-01,3.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-10-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-11-01,6.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2023-12-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-01-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-02-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-03-01,6.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-04-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-05-01,8.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-06-01,5.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-07-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-08-01,3.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-09-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-10-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-11-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2024-12-01,6.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-01-01,6.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-02-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-03-01,9.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-04-01,8.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-05-01,8.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-06-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-07-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-08-01,3.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-09-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-10-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-11-01,4.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2025-12-01,7.0,synthetic
MAT-4KINDS-900S,4 Kinds 900S,2026-01-01,8.0,real
MAT-4X7BRONZE,4x7 Bronze,2023-01-01,32.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-02-01,29.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-03-01,33.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-04-01,26.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-05-01,25.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-06-01,19.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-07-01,17.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-08-01,13.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-09-01,14.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-10-01,16.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-11-01,15.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2023-12-01,26.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-01-01,33.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-02-01,26.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-03-01,31.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-04-01,30.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-05-01,26.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-06-01,22.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-07-01,19.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-08-01,15.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-09-01,15.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-10-01,18.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-11-01,25.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2024-12-01,32.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-01-01,35.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-02-01,32.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-03-01,38.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-04-01,39.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-05-01,36.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-06-01,22.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-07-01,18.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-08-01,15.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-09-01,16.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-10-01,21.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-11-01,22.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2025-12-01,25.0,synthetic
MAT-4X7BRONZE,4x7 Bronze,2026-01-01,35.0,real
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-01-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-02-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-03-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-04-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-05-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-06-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-07-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-08-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-09-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-10-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-11-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2023-12-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-01-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-02-01,4.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-03-01,4.0,real
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-04-01,4.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-05-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-06-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-07-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-08-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-09-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-10-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-11-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2024-12-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-01-01,4.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-02-01,5.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-03-01,5.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-04-01,4.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-05-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-06-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-07-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-08-01,2.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-09-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-10-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-11-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2025-12-01,3.0,synthetic
MAT-BRIVETS-4-4,B-Rivets 4-4,2026-01-01,2.0,real
MAT-BVINYL,B-Vinyl,2023-01-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2023-02-01,5.0,synthetic
MAT-BVINYL,B-Vinyl,2023-03-01,6.0,synthetic
MAT-BVINYL,B-Vinyl,2023-04-01,5.0,synthetic
MAT-BVINYL,B-Vinyl,2023-05-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2023-06-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2023-07-01,2.0,synthetic
MAT-BVINYL,B-Vinyl,2023-08-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2023-09-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2023-10-01,2.0,synthetic
MAT-BVINYL,B-Vinyl,2023-11-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2023-12-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2024-01-01,5.0,synthetic
MAT-BVINYL,B-Vinyl,2024-02-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2024-03-01,5.0,real
MAT-BVINYL,B-Vinyl,2024-04-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2024-05-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2024-06-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2024-07-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2024-08-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2024-09-01,2.0,synthetic
MAT-BVINYL,B-Vinyl,2024-10-01,2.0,synthetic
MAT-BVINYL,B-Vinyl,2024-11-01,2.0,synthetic
MAT-BVINYL,B-Vinyl,2024-12-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2025-01-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2025-02-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2025-03-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2025-04-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2025-05-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2025-06-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2025-07-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2025-08-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2025-09-01,2.0,synthetic
MAT-BVINYL,B-Vinyl,2025-10-01,2.0,synthetic
MAT-BVINYL,B-Vinyl,2025-11-01,3.0,synthetic
MAT-BVINYL,B-Vinyl,2025-12-01,4.0,synthetic
MAT-BVINYL,B-Vinyl,2026-01-01,2.0,real
MAT-CHANDLE-L,C. Handle L,2023-01-01,29.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-02-01,26.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-03-01,30.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-04-01,32.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-05-01,23.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-06-01,22.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-07-01,17.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-08-01,14.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-09-01,14.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-10-01,19.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-11-01,17.0,synthetic
MAT-CHANDLE-L,C. Handle L,2023-12-01,24.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-01-01,24.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-02-01,23.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-03-01,27.0,real
MAT-CHANDLE-L,C. Handle L,2024-04-01,25.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-05-01,22.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-06-01,20.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-07-01,21.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-08-01,21.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-09-01,16.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-10-01,22.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-11-01,23.0,synthetic
MAT-CHANDLE-L,C. Handle L,2024-12-01,30.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-01-01,33.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-02-01,31.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-03-01,26.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-04-01,31.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-05-01,32.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-06-01,25.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-07-01,17.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-08-01,19.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-09-01,20.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-10-01,23.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-11-01,28.0,synthetic
MAT-CHANDLE-L,C. Handle L,2025-12-01,33.0,synthetic
MAT-CHANDLE-L,C. Handle L,2026-01-01,10.0,real
MAT-CHANDLE-R,C. Handle R,2023-01-01,14.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-02-01,15.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-03-01,13.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-04-01,16.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-05-01,15.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-06-01,13.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-07-01,10.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-08-01,11.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-09-01,11.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-10-01,11.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-11-01,9.0,synthetic
MAT-CHANDLE-R,C. Handle R,2023-12-01,12.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-01-01,17.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-02-01,16.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-03-01,10.0,real
MAT-CHANDLE-R,C. Handle R,2024-04-01,12.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-05-01,13.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-06-01,9.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-07-01,8.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-08-01,10.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-09-01,9.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-10-01,9.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-11-01,14.0,synthetic
MAT-CHANDLE-R,C. Handle R,2024-12-01,14.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-01-01,15.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-02-01,12.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-03-01,15.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-04-01,15.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-05-01,12.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-06-01,14.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-07-01,12.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-08-01,10.0,synthetic
MAT-CHANDLE-R,C. Handle R,2025-09-01,12.0,synthetic
